"date","documenttype","documentno","narration","journalno","whtax","VendorID"
"3/29/2019 12:00:00 AM","23","729                 ","Purchase of 181kg of redicotte EM44","Jv12197             ","","cr40608             "
"3/9/2019 12:00:00 AM","23","730                 ","Purchase of 45ltrs of turpentine for drum paint","Jv12244             ","","cr120615            "
"3/12/2019 12:00:00 AM","23","731                 ","purchase of 280L of diesel for bitumen heating","Jv12278             ","","cr411               "
"5/9/2019 12:00:00 AM","23","737                 ","Motor Vehicle Fuel peminjo","Jv12299             ","False","cr473               "
"4/30/2019 12:00:00 AM","23","739                 ","April 2019 electricity bill","Jv12305             ","False","cr372               "
"4/30/2019 12:00:00 AM","23","741                 ","April 2019 water bill","Jv12307             ","False","cr371               "
"5/10/2019 12:00:00 AM","23","742                 ","","Jv12341             ","False","cr437               "
"3/28/2019 12:00:00 AM","23","746                 ","March 2019 Consultancy","Jv12367             ","False",""
"3/28/2019 12:00:00 AM","23","746                 ","March 2019 Consultancy","Jv12368             ","False",""
"4/29/2019 12:00:00 AM","23","748                 ","April 2019 Consultancy","Jv12369             ","False","cr369               "
"4/11/2019 12:00:00 AM","23","749                 ","March Sanitation","Jv12392             ","False","cr380               "
"4/29/2019 12:00:00 AM","23","750                 ","April 2019 pest control","Jv12393             ","False","cr380               "
"3/7/2019 12:00:00 AM","23","751                 ","Feb2019 Sanitation","Jv12394             ","False","cr380               "
"5/9/2019 12:00:00 AM","23","752                 ","April 2019 sanitation","Jv12395             ","False","cr380               "
"4/30/2019 12:00:00 AM","23","753                 ","April 2019 Motor veh fuel","Jv12398             ","False","cr473               "
"4/11/2019 12:00:00 AM","23","758                 ","medical 2019","Jv12409             ","False","cr538               "
"3/13/2019 12:00:00 AM","23","760                 ","purchase of  31L of diesel top up for bitumen heating","Jv12432             ","False","cr447               "
"3/18/2019 12:00:00 AM","23","761                 ","Purchase of  300Ltrs of diesel for bitumen heating","Jv12441             ","False","cr411               "
"3/19/2019 12:00:00 AM","23","762                 "," Purchase of 60L of diesel for lineage heating ","Jv12451             ","False","cr447               "
"3/14/2019 12:00:00 AM","23","767                 ","Purchase of 60L of law white spirit","Jv12475             ","False","cr120615            "
"3/25/2019 12:00:00 AM","23","769                 "," purchase of 60L of diesel for lineage heating","Jv12501             ","False","cr447               "
"5/20/2019 12:00:00 AM","23","770                 ","May2019 Security","Jv12516             ","False","cr140615            "
"2/28/2019 12:00:00 AM","23","771                 ","Feb2019 Mombasa rent","Jv12532             ","False",""
"2/28/2019 12:00:00 AM","23","772                 ","Feb2019 Mombasa rent","Jv12533             ","False","cr582               "
"3/31/2019 12:00:00 AM","23","773                 ","March2019 mombasa rent","Jv12534             ","False","cr582               "
"4/30/2019 12:00:00 AM","23","775                 ","April 2019 Mombasa Rent","Jv12535             ","False","cr582               "
"2/28/2019 12:00:00 AM","23","776                 ","Feb2019 NSSF payable","Jv12536             ","False","cr514               "
"2/28/2019 12:00:00 AM","23","777                 ","Feb2019 NHIF payable","Jv12537             ","False","cr515               "
"2/28/2019 12:00:00 AM","23","778                 ","Feb2019 PAYE payable","Jv12538             ","False","cr513               "
"3/31/2019 12:00:00 AM","23","779                 ","March 2019 NSSF payable","Jv12539             ","False","cr514               "
"5/24/2019 12:00:00 AM","23","780                 ","March 2019 NHIF payable","Jv12540             ","False",""
"3/31/2019 12:00:00 AM","23","781                 ","March 2019 PAYE payable","Jv12541             ","False","cr513               "
"4/30/2019 12:00:00 AM","23","782                 ","April 2019 NSSF payable","Jv12542             ","False","cr514               "
"4/30/2019 12:00:00 AM","23","783                 ","April 2019 NHIF payable","Jv12543             ","False","cr515               "
"4/30/2019 12:00:00 AM","23","784                 ","April 2019 PAYE payable","Jv12544             ","False","cr513               "
"3/31/2019 12:00:00 AM","23","785                 ","March 2019 NHIF payable","Jv12545             ","False","cr515               "
"3/30/2019 12:00:00 AM","23","786                 ","purchase of 393.3L of diesel for bitumen heating","Jv12607             ","False","cr411               "
"5/31/2019 12:00:00 AM","23","787                 ","May2019 Motor Veh Fuel","Jv12611             ","False","cr473               "
"5/31/2019 12:00:00 AM","23","788                 ","May2019 Electricity bill","Jv12612             ","False","cr372               "
"5/31/2019 12:00:00 AM","23","789                 ","May2019 Water bill","Jv12613             ","False","cr371               "
"5/30/2019 12:00:00 AM","23","790                 ","May2019 Consultancy","Jv12692             ","False","cr369               "
"4/1/2019 12:00:00 AM","23","791                 "," purchase of 6 buckets of bitushield type 7","Jv12745             ","False","cr70612             "
"4/1/2019 12:00:00 AM","23","792                 ","Purchase of HCL for production","Jv12747             ","False","cr406               "
"4/3/2019 12:00:00 AM","23","793                 ","purchase of 305L of diesel for bitumen heating","Jv12759             ","False","cr411               "
"5/20/2019 12:00:00 AM","23","794                 ","Purchase of 10pcs of deliveries &amp; 12pcs of petty cash vouchers","Jv12767             ","False","cr50612             "
"7/1/2019 12:00:00 AM","23","795                 ","Stopping Auction fee","Jv12807             ","False","cr190620            "
"5/31/2019 12:00:00 AM","23","796                 ","May2019 PAYE payable","Jv12810             ","False","cr513               "
"5/31/2019 12:00:00 AM","23","797                 ","May2019 NSSF Payable","Jv12811             ","False","cr514               "
"5/31/2019 12:00:00 AM","23","798                 ","May2019 NHIF payable","Jv12812             ","False","cr515               "
"6/30/2019 12:00:00 AM","23","801                 ","June2019 waterbill","Jv12840             ","False","cr371               "
"6/30/2019 12:00:00 AM","23","802                 ","June2019 Motor Veh Fuel","Jv12841             ","False","cr473               "
"4/5/2019 12:00:00 AM","23","803                 ","","Jv12879             ","False","cr447               "
"4/5/2019 12:00:00 AM","23","805                 ","purchase of 54.5L of diesel for lineage heating","Jv12901             ","False","cr447               "
"4/14/2019 12:00:00 AM","23","806                 ","Purchase of  400Ltrs of diesel for bitumen heating","Jv12943             ","False","cr411               "
"4/14/2019 12:00:00 AM","23","807                 ","purchase of kensalt for production of emulsion","Jv12948             ","False","cr120615            "
"4/18/2019 12:00:00 AM","23","808                 ","purchase of 400L of diesel for lineage bitumen heating","Jv12968             ","False","cr411               "
"4/26/2019 12:00:00 AM","23","809                 ","purchase of 280L of diesel for bitumen heating","Jv12996             ","False","cr447               "
"4/24/2019 12:00:00 AM","23","811                 ","purchase of 60L of diesel for lineage heating","Jv12997             ","False","cr447               "
"4/24/2019 12:00:00 AM","23","813                 ","Purchase of  400Ltrs of diesel for bitumen heating","Jv13009             ","False","cr447               "
"4/27/2019 12:00:00 AM","23","814                 ","purchase of diesel for bitumen heating in preparation of production of ","Jv13022             ","False","cr447               "
"4/27/2019 12:00:00 AM","23","815                 ","purchase of diesel for bitumen heating in preparation of production of K1-70 ","Jv13023             ","False","cr411               "
"6/30/2019 12:00:00 AM","23","817                 ","June 2019 Electricity bill","Jv13050             ","False","cr372               "
"5/3/2019 12:00:00 AM","23","816                 ","Purchase of  400Ltrs of diesel for bitumen heating","Jv13051             ","False","cr447               "
"6/30/2019 12:00:00 AM","23","818                 ","June 2019 NSSF Payable","Jv13052             ","False","cr514               "
"6/30/2019 12:00:00 AM","23","819                 ","June2019 NHIF payable","Jv13053             ","False","cr515               "
"6/30/2019 12:00:00 AM","23","820                 ","June2019 PAYE payable","Jv13055             ","False","cr513               "
"6/30/2019 12:00:00 AM","23","821                 ","June2019 Consultancy","Jv13061             ","False","cr369               "
"5/8/2019 12:00:00 AM","23","822                 ","Purchase of 400L of diesel for bitumen heating","Jv13079             ","False","cr411               "
"5/9/2019 12:00:00 AM","23","823                 "," purchase of turpentine for drums paint","Jv13092             ","False","cr120615            "
"5/10/2019 12:00:00 AM","23","824                 "," Transport charges to deliver 50 drums of K1-60 to China wuyi","Jv13103             ","False","cr583               "
"5/14/2019 12:00:00 AM","23","825                 ","Purchase of  400Ltrs of diesel for bitumen heating","Jv13121             ","False","cr411               "
